Polymer,RDF
"[(1, 'E18'), (2, 'S4'), (3, 'E20'), (4, 'S20'), (5, 'S9'), (6, 'E20'), (7, 'S20'), (8, 'E10'), (9, 'S20'), (10, 'S17'), (11, 'E7'), (12, 'S20'), (13, 'E7'), (14, 'E3'), (15, 'E4'), (16, 'E5'), (17, 'S20'), (18, 'S12'), (19, 'S20')]",2.192684972444738
"[(1, 'S20'), (2, 'E20'), (3, 'S13'), (4, 'S3'), (5, 'E16'), (6, 'E11'), (7, 'S19'), (8, 'E6'), (9, 'S20'), (10, 'S13'), (11, 'S16'), (12, 'S5'), (13, 'S5'), (14, 'S2'), (15, 'S1'), (16, 'S11'), (17, 'E8'), (18, 'S20'), (19, 'E3')]",2.0480904953438213
"[(1, 'S3'), (2, 'E11'), (3, 'S20'), (4, 'E20'), (5, 'E12'), (6, 'S0'), (7, 'E10'), (8, 'S17'), (9, 'E20'), (10, 'S20'), (11, 'E15'), (12, 'S1'), (13, 'E5'), (14, 'S9'), (15, 'S17'), (16, 'S17'), (17, 'E7'), (18, 'E20'), (19, 'S14')]",2.42124176588041
"[(1, 'E3'), (2, 'S14'), (3, 'E20'), (4, 'E5'), (5, 'E15'), (6, 'S15'), (7, 'E6'), (8, 'E19'), (9, 'S20'), (10, 'S1'), (11, 'S7'), (12, 'S1'), (13, 'S11'), (14, 'E3'), (15, 'E5'), (16, 'S20'), (17, 'E10'), (18, 'S16'), (19, 'S11')]",2.091424026219684
"[(1, 'E8'), (2, 'E11'), (3, 'E20'), (4, 'S6'), (5, 'E4'), (6, 'E8'), (7, 'S4'), (8, 'S1'), (9, 'E6'), (10, 'S5'), (11, 'S3'), (12, 'S4'), (13, 'S13'), (14, 'E20'), (15, 'E11'), (16, 'E4'), (17, 'E9'), (18, 'E12'), (19, 'E10')]",2.275933203645671
"[(1, 'S2'), (2, 'E20'), (3, 'S9'), (4, 'E13'), (5, 'S9'), (6, 'E12'), (7, 'E20'), (8, 'S20'), (9, 'E12'), (10, 'E20'), (11, 'S19'), (12, 'E2'), (13, 'S13'), (14, 'S10'), (15, 'S12'), (16, 'E8'), (17, 'E9'), (18, 'S15'), (19, 'S5')]",2.4670460028568044
"[(1, 'E17'), (2, 'S1'), (3, 'S20'), (4, 'E16'), (5, 'S8'), (6, 'S10'), (7, 'S8'), (8, 'S8'), (9, 'S9'), (10, 'S5'), (11, 'E20'), (12, 'S6'), (13, 'E9'), (14, 'E4'), (15, 'S18'), (16, 'E15'), (17, 'E19'), (18, 'E15'), (19, 'E15')]",2.591923055672652
"[(1, 'E5'), (2, 'S20'), (3, 'S14'), (4, 'S20'), (5, 'S19'), (6, 'S4'), (7, 'S3'), (8, 'E20'), (9, 'E16'), (10, 'S7'), (11, 'S16'), (12, 'S20'), (13, 'E20'), (14, 'S10'), (15, 'E2'), (16, 'E3'), (17, 'E4'), (18, 'E19'), (19, 'S20')]",2.2406065601413303
"[(1, 'E0'), (2, 'S2'), (3, 'E8'), (4, 'S8'), (5, 'E2'), (6, 'S20'), (7, 'S5'), (8, 'S20'), (9, 'S2'), (10, 'S20'), (11, 'S6'), (12, 'S11'), (13, 'S4'), (14, 'E8'), (15, 'E13'), (16, 'S20'), (17, 'S12'), (18, 'E10'), (19, 'E3')]",1.8272894138444733
"[(1, 'E20'), (2, 'S7'), (3, 'S4'), (4, 'S6'), (5, 'S20'), (6, 'E20'), (7, 'E12'), (8, 'S6'), (9, 'S20'), (10, 'S20'), (11, 'S12'), (12, 'S20'), (13, 'S2'), (14, 'S20'), (15, 'S16'), (16, 'E9'), (17, 'E1'), (18, 'E9'), (19, 'S5')]",2.1747879509854187
"[(1, 'E14'), (2, 'E3'), (3, 'E13'), (4, 'E13'), (5, 'S0'), (6, 'E20'), (7, 'S20'), (8, 'E12'), (9, 'S11'), (10, 'E2'), (11, 'E20'), (12, 'E11'), (13, 'S3'), (14, 'E8'), (15, 'E4'), (16, 'S10'), (17, 'E10'), (18, 'E3'), (19, 'E18')]",2.427164293148479
"[(1, 'S20'), (2, 'S4'), (3, 'E0'), (4, 'E20'), (5, 'S10'), (6, 'S9'), (7, 'S20'), (8, 'E20'), (9, 'E16'), (10, 'E20'), (11, 'E14'), (12, 'E2'), (13, 'S5'), (14, 'E1'), (15, 'E4'), (16, 'S13'), (17, 'E9'), (18, 'E17'), (19, 'S8')]",2.5060843171511635
"[(1, 'S19'), (2, 'S15'), (3, 'E20'), (4, 'E9'), (5, 'E15'), (6, 'S11'), (7, 'S6'), (8, 'E11'), (9, 'E1'), (10, 'S20'), (11, 'E7'), (12, 'S20'), (13, 'S14'), (14, 'E15'), (15, 'S6'), (16, 'E14'), (17, 'E8'), (18, 'S16'), (19, 'S17')]",2.239543097907429
"[(1, 'S16'), (2, 'E7'), (3, 'E20'), (4, 'E14'), (5, 'E11'), (6, 'E4'), (7, 'E8'), (8, 'S18'), (9, 'S20'), (10, 'E8'), (11, 'S17'), (12, 'S16'), (13, 'S5'), (14, 'S8'), (15, 'E20'), (16, 'S4'), (17, 'E20'), (18, 'S20'), (19, 'S8')]",2.334573798503911
"[(1, 'S20'), (2, 'E17'), (3, 'E20'), (4, 'E20'), (5, 'E1'), (6, 'E20'), (7, 'S11'), (8, 'S6'), (9, 'S19'), (10, 'E0'), (11, 'S20'), (12, 'S11'), (13, 'S20'), (14, 'S11'), (15, 'S3'), (16, 'S20'), (17, 'S9'), (18, 'S10'), (19, 'S14')]",2.4477036689466303
"[(1, 'S7'), (2, 'E12'), (3, 'E3'), (4, 'E20'), (5, 'E15'), (6, 'E20'), (7, 'S6'), (8, 'S16'), (9, 'S13'), (10, 'S4'), (11, 'S6'), (12, 'E9'), (13, 'S16'), (14, 'E1'), (15, 'E20'), (16, 'S20'), (17, 'S20'), (18, 'S7'), (19, 'E3')]",2.324195403288286
"[(1, 'E12'), (2, 'S20'), (3, 'E20'), (4, 'S20'), (5, 'S15'), (6, 'E7'), (7, 'S8'), (8, 'E2'), (9, 'S20'), (10, 'S20'), (11, 'S8'), (12, 'S8'), (13, 'E1'), (14, 'S4'), (15, 'S4'), (16, 'S20'), (17, 'E4'), (18, 'S18'), (19, 'E8')]",1.7774211290959196
"[(1, 'E17'), (2, 'E1'), (3, 'E5'), (4, 'E17'), (5, 'S11'), (6, 'S16'), (7, 'S12'), (8, 'S16'), (9, 'S20'), (10, 'S20'), (11, 'S20'), (12, 'E3'), (13, 'S0'), (14, 'S0'), (15, 'E11'), (16, 'S17'), (17, 'E5'), (18, 'S11'), (19, 'E1')]",1.9546939461353183
"[(1, 'E9'), (2, 'S8'), (3, 'S5'), (4, 'E15'), (5, 'S16'), (6, 'S2'), (7, 'E1'), (8, 'S1'), (9, 'E20'), (10, 'S20'), (11, 'E20'), (12, 'S14'), (13, 'S5'), (14, 'S11'), (15, 'E20'), (16, 'S11'), (17, 'E11'), (18, 'S13'), (19, 'S5')]",2.3615978358044742
"[(1, 'S20'), (2, 'S8'), (3, 'S5'), (4, 'S9'), (5, 'S6'), (6, 'S13'), (7, 'S17'), (8, 'S9'), (9, 'S17'), (10, 'S15'), (11, 'S20'), (12, 'S20'), (13, 'S7'), (14, 'E20'), (15, 'S5'), (16, 'S20'), (17, 'E1'), (18, 'S0'), (19, 'S3')]",1.4540155544616056
"[(1, 'S8'), (2, 'E10'), (3, 'E20'), (4, 'S20'), (5, 'E20'), (6, 'S20'), (7, 'S13'), (8, 'S3'), (9, 'S20'), (10, 'S20'), (11, 'S8'), (12, 'E7'), (13, 'E2'), (14, 'E8'), (15, 'E6'), (16, 'S18'), (17, 'S7'), (18, 'E3'), (19, 'E6')]",2.0978022768112226
"[(1, 'S20'), (2, 'S20'), (3, 'E19'), (4, 'S11'), (5, 'E6'), (6, 'E3'), (7, 'E12'), (8, 'S2'), (9, 'S5'), (10, 'S13'), (11, 'S9'), (12, 'E1'), (13, 'S8'), (14, 'S14'), (15, 'S13'), (16, 'S20'), (17, 'S8'), (18, 'S7'), (19, 'S12')]",1.8628776555548416
"[(1, 'E4'), (2, 'E6'), (3, 'S11'), (4, 'E8'), (5, 'E11'), (6, 'E8'), (7, 'E3'), (8, 'E18'), (9, 'S17'), (10, 'S20'), (11, 'E6'), (12, 'S13'), (13, 'E15'), (14, 'S12'), (15, 'E20'), (16, 'S14'), (17, 'S20'), (18, 'S20'), (19, 'S19')]",2.1926627846377897
"[(1, 'S6'), (2, 'E9'), (3, 'E20'), (4, 'S4'), (5, 'E10'), (6, 'E20'), (7, 'E9'), (8, 'S10'), (9, 'S20'), (10, 'S18'), (11, 'S15'), (12, 'S3'), (13, 'S1'), (14, 'E11'), (15, 'E18'), (16, 'E3'), (17, 'E9'), (18, 'S20'), (19, 'S6')]",2.386004100010055
"[(1, 'S16'), (2, 'E5'), (3, 'E11'), (4, 'E7'), (5, 'S5'), (6, 'S17'), (7, 'S17'), (8, 'S12'), (9, 'S2'), (10, 'S16'), (11, 'S15'), (12, 'S14'), (13, 'E20'), (14, 'E20'), (15, 'E4'), (16, 'S20'), (17, 'S8'), (18, 'E1'), (19, 'S9')]",2.1041070100774064
"[(1, 'E1'), (2, 'S20'), (3, 'E20'), (4, 'S19'), (5, 'E5'), (6, 'S6'), (7, 'S19'), (8, 'E11'), (9, 'S5'), (10, 'S20'), (11, 'S20'), (12, 'S9'), (13, 'E4'), (14, 'E9'), (15, 'E14'), (16, 'S20'), (17, 'E19'), (18, 'S18'), (19, 'E13')]",2.2025030446755665
"[(1, 'S19'), (2, 'E0'), (3, 'E19'), (4, 'S20'), (5, 'S6'), (6, 'E14'), (7, 'S17'), (8, 'S0'), (9, 'S20'), (10, 'S16'), (11, 'S20'), (12, 'S11'), (13, 'E20'), (14, 'E5'), (15, 'S19'), (16, 'S20'), (17, 'S9'), (18, 'E6'), (19, 'S18')]",2.106596831329405
"[(1, 'S2'), (2, 'S20'), (3, 'E10'), (4, 'S12'), (5, 'S20'), (6, 'S1'), (7, 'S4'), (8, 'S20'), (9, 'S18'), (10, 'S20'), (11, 'S20'), (12, 'E13'), (13, 'S15'), (14, 'S3'), (15, 'E7'), (16, 'S10'), (17, 'S17'), (18, 'S3'), (19, 'E18')]",1.868871031789558
